Donor,Deflatorvalue
Cameroun,1.0154
Camp Dresser and McKee Incorporated,1.0154
Campagne Suisse Contre les Mines Antipersonnel,1.0154
Campana Colombiana Contra Minas,1.0154
Campbell Soup CO,1.0154
CAMPS/CELPA,1.0154
CAN FOUNDATION ,1.0154
Canada,0.977
Canada InterNational Demining Corps,1.0154
Canada Safeway Foundation,1.0154
CANADEM,1.0154
Canadian Baptist Ministries,1.0154
Canadian Catholic Organization for Development and Peace,1.0154
Canadian Coalition,1.0154
Canadian Development and Peace,1.0154
Canadian Food for the Hungry InterNational,1.0154
Canadian Food Grains Bank,1.0154
Canadian Funds for Local Initiatives,1.0154
Canadian Healthcare Association,1.0154
Canadian InterNational Development Agency/InterNational Humanitarian Assistance,1.0154
Canadian Journalist/Free Expr,1.0154
Canadian Journalists Free Expression,1.0154
Canadian Journalists Free Expression ,1.0154
Canadian National Railway Company,1.0154
Canadian Physicians for Aid and Relief,1.0154
Canadian Red Cross Society,1.0154
Canadian Relief Foundation,1.0154
Candle Light,1.0154
Canon Group,1.0154
Cape Verde Red Cross,1.0154
CARAES,1.0154
"Cardinal Health, Inc.  ",1.0154
CARE and SC/US,1.0154
CARE Australia,1.0154
CARE Austria,1.0154
CARE Canada,1.0154
Care Czech Republic,1.0154
CARE France,1.0154
Care Germany,1.0154
CARE InterNational,1.0154
CARE InterNational Switzerland in Sudan,1.0154
CARE Kenya,1.0154
CARE Myanmar,1.0154
CARE Nepal,1.0154
CARE Netherlands,1.0154
CARE Norway,1.0154
Care Peru,1.0154
CARE Somalia,1.0154
Care Sudan,1.0154
CARE USA,1.0154
CareFusion Corporation,1.0154
CareSource Foundation,1.0154
Carestream Health,1.0154
CARE-UK,1.0154
Cargill,1.0154
Caribbean Development Bank,1.0154
Caribbean Disaster Emergency Response Agency,1.0154
CARICOM Regional Development Programme,1.0154
CARITAS,1.0154
CARITAS / Catholic Relief Services,1.0154
CARITAS Allemagne (DCV),1.0154
Caritas Australia,1.0154
Caritas Austria,1.0154
CARITAS BUKAVU,1.0154
CARITAS BUNIA,1.0154
CARITAS BUTEMBO,1.0154
Caritas Congo,1.0154
Caritas Czech Republic,1.0154
Caritas Denmark,1.0154
CARITAS DEV GOMA,1.0154
Caritas Dev Kalemie,1.0154
Caritas Développement,1.0154
Caritas Développement DRC,1.0154
CARITAS DUNGU,1.0154
Caritas France,1.0154
Caritas Germany,1.0154
Caritas Germany (DCV),1.0154
Caritas Haiti,1.0154
Caritas Hong kong,1.0154
Caritas Hungary,1.0154
Caritas India,1.0154
CARITAS InterNationalIS,1.0154
Caritas Jerusalem,1.0154
Caritas Kananga,1.0154
Caritas Katanga,1.0154
CARITAS KINDU,1.0154
Caritas Lebanon Migrants Center,1.0154
Caritas Manila,1.0154
CARITAS Mbandaka,1.0154
CARITAS MBUJIMAYI,1.0154
Caritas New Zealand,1.0154
Caritas Norway,1.0154
Caritas Peru,1.0154
Caritas Spain,1.0154
Caritas Sweden,1.0154
Caritas Switzerland,1.0154
CARITAS TCHUMBE,1.0154
CARITAS UVIRA,1.0154
CARITAS UVIRA,1.0154
Caritas/MCC,1.0154
Carl Duisberg Gesellschaft,1.0154
Carlson Wagonlit Travel Beheermaatschappij,1.0154
Carnegie Corporation of New York,1.0154
Carnival Corporations,1.0154
Carry-over (donors not specified),1.0154
Casals and Associates,1.0154
Cascos Blancos - Argentina,1.0154
Casio,1.0154
Catalan Agency for Development Cooperation,1.0154
"Caterpillar, Inc.",1.0154
Catholic Agency for Overseas Development,1.0154
Catholic Church of Khartoum,1.0154
"Catholic Church, Germany",1.0154
Catholic Commisssion for Justice and Peace,1.0154
Catholic Development Commission,1.0154
Catholic Diocese of Erie,1.0154
Catholic Diocese of Kericho,1.0154
Catholic Diocese of Nakuru,1.0154
Catholic Diocese of Torit,1.0154
Catholic Medical Missons Board,1.0154
Catholic Migration Commission,1.0154
Catholic Mission,1.0154
Catholic Organisation for Relief and Development Aid,1.0154
Catholic Peace Movement,1.0154
Catholic Priest Association for Justice,1.0154
Catholic Relief Services,1.0154
Caucasus Environmental NGO Network,1.0154
Caucasus Environmental NGO Network ,1.0154
CAUSE Canada,1.0154
Cavish Development Foundation,1.0154
CCD,1.0154
CCD,1.0154
Cchin HR Organization,1.0154
CCI Coin Co. InterNational,1.0154
CDA Collaborative Learning Projects. Inc.,1.0154
CDE - University Berne,1.0154
CE & S,1.0154
Cedar Fund,1.0154
CEDI,1.0154
CEFA,1.0154
Ceilu,1.0154
CEMUBAC (Belgian medical NGO),1.0154
Centarl Regions Livestock Professional Association,1.0154
Centarl Regions Livestock Professional Association,1.0154
Center for  Civil Military Relations,1.0154
Center for Citizenship Education,1.0154
Center for Culture and Development,1.0154
Center for Defending Freedom of Journalists,1.0154
Center for Disease Control and Prevention,1.0154
Center for Human Rights and Democratic Participation,1.0154
Center for Humanitarian Services,1.0154
Center for International Studies and Cooperation,1.0154
CENTER FOR JUSTICE AND INT. LAW,1.0154
Center for Peace and Democracy,1.0154
Center for Research on the Epidemiology of Disasters,1.0154
Center for the Defence of the Individual,1.0154
Center for Victims of Torture,1.0154
Center of Excellence for Rural Development,1.0154
Central African Red Cross,1.0154
Central African Red Cross Society,1.0154
Central African Republic,1.0634
"Central Asian Free Exchange, USA",1.0154
Central Community Chest of Japan,1.0154
Central Ecuatoriana de Servicios Agricolas,1.0154
Central Emergency Response Fund,1.0154
Central Minnesota Community Foundation ,1.0154
Central Social,1.0154
Centre canadien d'étude et de coopération InterNationale (CECI),1.0154
Centre d'action pour le dévéloppement,1.0154
Centre d'Alerte et de Prevention des Conflits,1.0154
Centre De Crise,1.0154
Centre de Développement Intégral (CDI/Yakoma),1.0154
Centre de Promotion Socio-Sanitaire,1.0154
"Centre de Recherche en Astronomie, Astrophysique et Geophysique",1.0154
Centre de Recherche et d'Appui aux Initiatives de Développement Intégré,1.0154
Centre de Recherche Santé,1.0154
Centre de Réflexion Europe Afrique ,1.0154
Centre d'Enseignement et de Recherche en Action Humanitaire,1.0154
Centre for Civil and Political Rights,1.0154
Centre for Common Ground in Angola (CCG),1.0154
CENTRE FOR DEFENDING FREEDOM OF JOURNALISTS - CDFJ,1.0154
Centre for Humanitarian Dialogue,1.0154
Centre for InteNational Political Studies,1.0154
Centre for InterNational Political Studies,1.0154
Centre for InterNational Studies and Cooperation ,1.0154
Centre for Peacekeeping and Community Development,1.0154
Centre for Research on the Epidemiology of Disasters,1.0154
Centre for Safety and Development,1.0154
Centre for the Coordination of Natural Disaster Prevention in Central America,1.0154
Centre palestinien des droits de l'homme,1.0154
Centre pour enfants des rues de Bel-Air,1.0154
Centre pour la Promotion de la Sante,1.0154
Centre spécialisé d'appui à la promotion et à la modernisation de l'élévage,1.0154
Centro d'Informazione e Educazione allo Sviluppo,1.0154
Centro Integral de Rehabilitación de Colombia,1.0154
Centrum voor Afrikaanse Cultuur,1.0154
CESADEMA,1.0154
CEVA Logistics,1.0154
CFD,1.0154
CHA - Coordination of Humanitarian Assistance,1.0154
Chad ,1.0154
Chad Red Cross,1.0154
Chadbourne & Parke LLP,1.0154
Chaine du Bonheur,1.0154
Chaîne du Bonheur,1.0154
CHAINES,1.0154
Chapman Freeborn Airchartering,1.0154
Charitable Development Association,1.0154
Charitable Society for Caring and Rehabilitation Iraqi Children,1.0154
Charitable Society for Social Welfare,1.0154
Charities Aid Foundation,1.0154
Charity Palestinian NGO,1.0154
Charles Schwab ,1.0154
Charles Schwab Foundation,1.0154
Chars Livelihoods Programme,1.0154
CHASE OT,1.0154
Checci & Company,1.0154
Chemonics InterNational Inc.,1.0154
Chevron Corporation,1.0154
Chevron Texaco,1.0154
CHF - ERF funds transfer,1.0154
CHF InterNational,1.0154
CHF Sudan/South Sudan Funding,1.0154
Child Advocacy InterNational,1.0154
Child Care Society,1.0154
Child Development Foundation,1.0154
Child Rights Information Network,1.0154
ChildFund InterNational,1.0154
ChildFund Ireland,1.0154
Children Assistance Programme ,1.0154
Children InterNational,1.0154
Children of Peru Foundation (New York),1.0154
Children without Borders,1.0154
Children's Aid Direct,1.0154
Children's Fund of North Ossetia,1.0154
"Children's Global Network, Pakistan (Guarantee) Limited",1.0154
Children's Home Society of Minnesota,1.0154
Children's Investment Fund Foundation,1.0154
Children's Relief,1.0154
Child's Earth Society in Iraq,1.0154
Chile,0.9615
Chile Red Cross,1.0154
Chilean Red Cross,1.0154
China,0.9558
China Association for NGO Cooperation,1.0154
China Centre for Disease Control and  Asia-Australia Mental Health,1.0154
China Foundation for Poverty Alleviation,1.0154
China Red Cross Society,1.0154
Chinese Community in Peru,1.0154
"CHMI, CTU/EPFL (Czech Hydrometeorological Institute)",1.0154
CHORA,1.0154
Chreso Ministries,1.0154
Chrétiens pour le Sahel,1.0154
Christian Aid,1.0154
Christian Aid Ministries Nehemia,1.0154
Christian Aid-UK,1.0154
Christian Blind Mission,1.0154
Christian Care,1.0154
Christian Children's Fund ,1.0154
Christian Children's Fund  / Adventis Development And Relief Agency,1.0154
"Christian Children's Fund, USA",1.0154
Christian Commission for Development in Bangladesh,1.0154
Christian Friends of Korea,1.0154
Christian Mission Aid,1.0154
Christian Mission for Development,1.0154
Christian Outreach Relief and Development,1.0154
Christian Peacemaker Teams,1.0154
Christian Recovery and Development Agency,1.0154
Christian Reformed World Relief Committee,1.0154
Christian Relief Network,1.0154
Christian Solidarity International,1.0154
Christoffel-Blindenmission,1.0154
Christusträger Bruderschaft,1.0154
Chrysler Foundation,1.0154
Chubb Corporation,1.0154
"Chung Te Buddhist Association of NY, Inc.",1.0154
Church of Jesus Christ (Johannesburg),1.0154
Church of Sweden,1.0154
Church of the Latter Day Saints,1.0154
Church of the Living God InterNational,1.0154
Church Women Solidarity for Supporting North Korea Children,1.0154
Church World Service,1.0154
CIAA,1.0154
CICERO,1.0154
CIGNA,1.0154
CIMIR- Fred Polk,1.0154
CINS -  Cooperazione Italiana Nord Sud,1.0154
Circassian Charity Association,1.0154
CISANET/CSCQBE/MEJN,1.0154
Cisco Foundation,1.0154
Citi,1.0154
Citigroup,1.0154
CitiHope InterNational,1.0154
Citizen's Commission for Human Development,1.0154
"Citizens' Disaster Response Center, Inc",1.0154
Citizens Network for Foreign Affairs,1.0154
City of Ingolstadt,1.0154
City of Konstanz,1.0154
City of Munich (Germany),1.0154
City of Munich (Germany),1.0154
City of Munich (Germany),1.0154
Civi Development Organization,1.0154
CIVIC,1.0154
CIVIC (Valid until August 2012),1.0154
Civic Assistance Committee,1.0154
Clear Path International,1.0154
Cleared Ground Demining Ltd.,1.0154
Cleveland Foundation,1.0154
Clinton Bush Haiti Fund,1.0154
Clinton Foundation,1.0154
Clinton Health Access Initiative,1.0154
"?LOVEK V TÍSNI, O.P.S.",1.0154
Clowns without Borders,1.0154
Cluster Munition Coalition,1.0154
Cluster Munitions Conference,1.0154
CMS Ireland,1.0154
Coach,1.0154
Coalition for InterNational Justice,1.0154
Coalition for the InterNational Criminal Court,1.0154
Coalition of Dutch NGOs,1.0154
Coalition to Stop Use of Child Soldiers,1.0154
Coastal Community Foundation of South Carolina,1.0154
Coca-Cola Company,1.0154
CODEC,1.0154
COFRA,1.0154
Cogeco Cable,1.0154
Cognizant,1.0154
Coin Co. InterNational,1.0154
Collaborative for Development Action,1.0154
Collectif Asie Enfants Isolés,1.0154
Collectif du developpement et du secours syrien,1.0154
Collectif Haïti de France,1.0154
College Suisse/Fondation S.O.S,1.0154
Collegio Universitario Aspirante e Medici Missionari,1.0154
Colombia,0.9186
Colombia Campaign to Ban Landmines,1.0154
Colombia Red Cross,1.0154
Colombian Red Cross Society,1.0154
Colombiana Contra Minas,1.0154
Coloplast A/S,1.0154
Comcast Corp,1.0154
Comision de Derechos Humanos,1.0154
Comision Espanôla de Ayuda al Refugiado,1.0154
Comitato Collaborazione Medica,1.0154
Comitato di Coordinamento delle Organizzazione per il Servizio Volontario,1.0154
Comitato InterNationale per lo Sviluppo dei Popoli,1.0154
Comite Catholique contre la faim,1.0154
Comité d’Appui à l’Auto Promotion,1.0154
Comité d'Aide Médicale,1.0154
Comité de bienfaisance assyrien,1.0154
"Comite de crise ""Nyiragongo 2002""",1.0154
Comité Français pour la Solidarité ,1.0154
Comité Interministériel pour l’Aide Alimentaire,1.0154
Commission d'Entraide pour les Migrants et les Refugies InterNational,1.0154
Commission diocésaine justice et paix (CDJP),1.0154
"Commission for Reception, Truth and Reconciliation",1.0154
Commission of Real Property Claims,1.0154
Committee for the Palestinian Fund,1.0154
Committee for the Promotion of Medical and Humanitarian Aid in Afghanistan,1.0154
Committee partnersh Linz- San Carlos,1.0154
Common Humanitarian Fund,1.0154
Commonwealth Secretariat,1.0154
Communaute des Eglises de Pentecote en Afrique,1.0154
Communauté Evangélique au Kwango (CEK),1.0154
Communautés locales FYROM,1.0154
Communita Impegno Servizio Volontariato,1.0154
Community Action Programme,1.0154
Community Activity for Development and Relief Organization,1.0154
Community Aid Abroad,1.0154
Community Aid for Development,1.0154
Community and Family Services International,1.0154
Community Appraisal & Motivation Program,1.0154
Community Appraisal Programme,1.0154
Community Bridge Initiative,1.0154
Community Chest Korea,1.0154
Community Development Trust,1.0154
Community Foundation for Southern Arizona,1.0154
Community Foundation of Broward,1.0154
Community Health and AIDS Mitigation Project,1.0154
Community Humanitarian Emergency Board,1.0154
Community Peace Fund,1.0154
Community Research and Development Organization,1.0154
Community Technology Development Trust,1.0154
Community Trust Fund,1.0154
"Comoros Red Crescent, The",1.0154
Compact AS,1.0154
ConAgra Foods,1.0154
CONCERN,1.0154
Concern India,1.0154
Concern Universal,1.0154
Concern Worldwide,1.0154
CONCORD,1.0154
Confident Children out of Conflict,1.0154
Conflict Dynamics International,1.0154
"Congo, Democratic Republic of",1.0154
"Congo, Republic of",1.0154
Connacionales del Extranjero,1.0154
ConocoPhillips,1.0154
Conrad N. Hilton Foundation,1.0154
Consejo Comunitario Mayor de la Asociación Campesina Integral del Atrato,1.0154
Consolata Sisters,1.0154
Consolata Sisters ,1.0154
Consortium for Assistance to Refugees and the Displaced in Indonesia,1.0154
Consortium for Assistance to Refugees and the Displaced in Indonesia ,1.0154
"Consortium for Southern Africa Food Security Emergency (World Vision, CARE, CRS, & ADRA)",1.0154
Consortium of British Humanitarian Agencies,1.0154
Consulate General,1.0154
Consultative Group on InterNational Agricultural Research,1.0154
Continental AG,1.0154
Control Arms,1.0154
ConvaTec,1.0154
Convoy of Hope,1.0154
Coof Bamako,1.0154
Coof Havanna,1.0154
Coof Ouagadougou,1.0154
Cook Islands,0
Cook Islands Red Cross,1.0154
Cook Islands Red Cross Society,1.0154
Cooperation Andina de Fomento,1.0154
Coopération Humanitaire Luxembourg,1.0154
Coopération Technique Belge,1.0154
Cooperative for Assistance and Relief Everywhere,1.0154
Cooperative League of the USA,1.0154
Cooperazione E Sviluppo - CESVI,1.0154
Cooperazione Internazionale - COOPI,1.0154
Cooperazione Internazionale Sud Sud,1.0154
Cooperazione per lo Sviluppo dei Paesi Emergenti - COSPE,1.0154
Coordinadora Nacional para la Reduccion de Desastres,1.0154
Coordinating Action on Small Arms,1.0154
Coordinating Committee for Coastal and Offshore Geo. Progr. in East Southeast Asia,1.0154
Co-ordinating Council Geneva,1.0154
Coordination Institute Humanitarian,1.0154
COPE - The Cooperative Orthotic and Prosthetic Enterprise,1.0154
Corporacion andina de fomento ,1.0154
Corporación Desarollo y Paz del Magdalena Medio,1.0154
Corporación Gestión Ecuador,1.0154
Corporacion Opcion Legal,1.0154
Costa Rica,1.0461
Costa Rican Red Cross,1.0154
Cote d'Ivoire,1.0154
"Council of A Coruna, Spain",1.0154
Council of Churches,1.0154
Council of Europe Development Bank,1.0154
Council of Governors - Rotary Korea,1.0154
"Council of Huelva, Spain (thru FAMSI)",1.0154
Counselling Services Unit,1.0154
Counter Narcotics Trust Fund (CNTF) Afghanistan,1.0154
Counterpart InterNational,1.0154
CPH - Comité Protos Haïti,1.0154
CPR Savers and First Aid Supply,1.0154
CRADA,1.0154
CRAFOD,1.0154
Crawford & Company,1.0154
CRC - NGO Group for the Convention on the Rights of the Child,1.0154
Creative Association Inc.,1.0154
Credit Agricole,1.0154
Credit Suisse,1.0154
CRIC - Centro Regionale di Intervento per la Cooperazione,1.0154
Crisis Management Initiative,1.0154
Croatia,1.0015
Croatia Red Cross,1.0154
Croatian Mine Action Center,1.0154
Croatian Red Cross,1.0154
"Crocs, Inc.",1.0154
Croix Rouge Katanga,1.0154
Croix Rouge RDC,1.0154
Cross InterNational Cathoilc Outreach,1.0154
CROWN AGENTS,1.0154
CRRDC-TD,1.0154
CRS and Private Foundations,1.0154
Cruz Roja Costariricense,1.0154
Cuba,0
Culture and Free Thought Association,1.0154
Cumberland Pharmaceuticals Inc,1.0154
Cummins Foundation,1.0154
Curaçao Red Cross,1.0154
Custodia Franciscana,1.0154
Custodia Franciscana en Tierra Santa,1.0154
"CVS Caremark Charitable Trust, Inc.",1.0154
CWS Japan,1.0154
Cyprus,1.0035
Cyprus Red Cross,1.0154
"Cyprus, Republic of - Permanent Mission to the United Nations Office at Geneva",1.0154
"Cyprus, Republic of - Permanent Mission to the United Nations Office at Geneva",1.0154
